Transcript,Customer Statement,Sentiment,Call Outcome,label
transcript_183.txt,"Hi, Im calling about a denied claim I received for my recent medical service. I dont understand why it was denied when Ive been paying my premiums on time.",Negative,Follow-up Needed,0
transcript_157.txt,"Its March 12, 1985.",Neutral,Issue Resolved,1
transcript_110.txt,"Alright, thank you.",Positive,Issue Resolved,2
transcript_152.txt,"Hi, Im calling about my recent doctors visit. I was charged a copay of 50, but I thought my policy only required a 20 copay for that service.",Neutral,Follow-up Needed,1
transcript_126.txt,That sounds great. Can you tell me a bit more about both doctors?,Positive,Issue Resolved,2
transcript_64.txt,"Its March 12, 1985.",Neutral,Issue Resolved,1
transcript_180.txt,Yeah... its working now! Thank you so much for your help!,Positive,Issue Resolved,2
transcript_134.txt,Its jsmithemail.com.,Neutral,Follow-up Needed,1
transcript_21.txt,It says that my account is pending approval.,Negative,Follow-up Needed,0
transcript_161.txt,"Sure, no problem.",Positive,Issue Resolved,2
transcript_52.txt,"Thats great, thank you! I think Id like to schedule with Dr. Johnson on Friday at 10 AM.",Positive,Issue Resolved,2
transcript_179.txt,Sounds good. Thank you for your help in resolving this issue.,Positive,Issue Resolved,2
transcript_100.txt,"Hi, Im calling about a denied claim I received for a recent medical service. I believe it was denied in error.",Negative,Issue Resolved,0
transcript_69.txt,Im getting an error message that says my username and password are incorrect. But Im sure Im using the right credentials.,Negative,Follow-up Needed,0
transcript_95.txt,"My username is jsmith123 and my password is . Ive also tried using my email address as my username, but that doesnt work either.",Negative,Issue Resolved,0
transcript_151.txt,My doctors name is Dr. Smith and the facility is Springdale Imaging Center.,Neutral,Issue Resolved,1
transcript_79.txt,"Hi, Im calling about my online service account. Im having trouble registering and logging in. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_137.txt,"Okay, let me try that. pause Ive cleared the cache and cookies, but Im still getting the same error message.",Neutral,Issue Resolved,1
transcript_27.txt,"No, thats all. Thank you again.",Positive,Issue Resolved,2
transcript_124.txt,Im looking to see a cardiologist and Im available next Wednesday or Thursday.,Neutral,Issue Resolved,1
transcript_9.txt,"Ive already tried that. Ive reset my password multiple times, but it still wont let me log in.",Negative,Follow-up Needed,0
transcript_148.txt,Its MEM123456.,Neutral,Issue Resolved,1
transcript_193.txt,"Alright, thank you for explaining and for your help.",Positive,Issue Resolved,2
transcript_6.txt,"Its March 12, 1985.",Neutral,Issue Resolved,1
transcript_77.txt,"Okay, let me do that. pause Okay, Ive cleared everything. But Im still getting the same error message.",Neutral,Follow-up Needed,1
transcript_60.txt,"Hi, Im calling about a denied claim I received for a recent medical service. I believe it was incorrectly denied.",Negative,Issue Resolved,0
transcript_161.txt,"Hi, Im having some trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_174.txt,Sure.,Neutral,Issue Resolved,1
transcript_38.txt,My doctors name is Dr. John Smith and his office number is 5551234.,Neutral,Issue Resolved,1
transcript_141.txt,"Hi, Im calling about a denied claim I received for my recent medical service. My claim number is CLM123456. I believe it was denied in error. My name is Emily Wilson and my member ID is MEM456789.",Negative,Issue Resolved,0
transcript_102.txt,"No, thats all for now. Thank you.",Neutral,Follow-up Needed,1
transcript_73.txt,You too. Bye.,Neutral,Issue Resolved,1
transcript_184.txt,Its 02121990.,Neutral,Issue Resolved,1
transcript_159.txt,"My date of birth is March 12, 1985, and my primary care physician is Dr. Smith.",Neutral,Issue Resolved,1
transcript_49.txt,"Okay, I see. Well, can I get a preauthorization for the amount that you will cover?",Neutral,Issue Resolved,1
transcript_193.txt,"You too, thank you.",Positive,Issue Resolved,2
transcript_164.txt,"No, thats all. Thank you so much for your help!",Positive,Issue Resolved,2
transcript_37.txt,Thats frustrating. Can you update the system and reprocess the claim?,Negative,Issue Resolved,0
transcript_95.txt,"Okay, Ive done that. Whats the next step?",Neutral,Issue Resolved,1
transcript_56.txt,"Okay, that sounds good. Is there anything else I need to do in the meantime?",Positive,Issue Resolved,2
transcript_20.txt,"Hi, Im having trouble logging in to my online service account. Im trying to register but its not letting me. My member ID is MEM456278.",Negative,Issue Resolved,0
transcript_30.txt,"angrily No, thats all.",Neutral,Follow-up Needed,1
transcript_154.txt,"Okay... pause Yeah, Im still getting the same error message.",Negative,Follow-up Needed,0
transcript_39.txt,"Okay, that makes sense. Can you update the system and reprocess the claim?",Neutral,Issue Resolved,1
transcript_63.txt,Okay... thank you. I appreciate your help.,Positive,Follow-up Needed,2
transcript_84.txt,"Okay, Ive tried logging in and it says that my account is locked due to too many failed login attempts.",Negative,Follow-up Needed,0
transcript_54.txt,"You too, bye.",Neutral,Issue Resolved,1
transcript_57.txt,"Yes, its the same number Im calling from now.",Neutral,Issue Resolved,1
transcript_84.txt,"Okay, Ive tried logging in and it says that my account is locked due to too many failed login attempts.",Negative,Follow-up Needed,0
transcript_28.txt,Ive been experiencing some back pain and Id like to see an orthopedic specialist. I was hoping to get an appointment as soon as possible.,Negative,Issue Resolved,0
transcript_136.txt,It was Smith Medical Group.,Neutral,Issue Resolved,1
transcript_1.txt,"No, thats all. Thank you for your help.",Positive,Follow-up Needed,2
transcript_80.txt,Okay... pause,Neutral,Follow-up Needed,1
transcript_37.txt,"No, thats all. Thank you.",Positive,Issue Resolved,2
transcript_137.txt,"Hi, Im having trouble logging in to my online service account. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_23.txt,"No, thats all. Thank you again.",Positive,Issue Resolved,2
transcript_131.txt,"Alright, thank you for looking into this. I appreciate it.",Positive,Issue Resolved,2
transcript_120.txt,Thank you.,Positive,Issue Resolved,2
transcript_149.txt,"Im not getting an error message. It just keeps taking me back to the login page. Ive tried using my username and password, but its not recognizing them.",Negative,Follow-up Needed,0
transcript_195.txt,"Hi, Im calling about my online service account. Im having trouble registering and logging in. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_175.txt,"Okay, I just tried that, and Im still getting the same error message.",Negative,Follow-up Needed,0
transcript_48.txt,"Sure, thank you.",Positive,Issue Resolved,2
transcript_71.txt,"Oh, wonderful! Thank you so much.",Positive,Issue Resolved,2
transcript_17.txt,"No, thats all. Thank you for your help!",Positive,Follow-up Needed,2
transcript_155.txt,"Hi, Im having trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_65.txt,"Thats great, thank you. How long will it take to receive the reimbursement?",Positive,Issue Resolved,2
transcript_144.txt,"Yeah, it says that my username or password is incorrect. But Im pretty sure Im entering the right information. 0020",Neutral,Follow-up Needed,1
transcript_146.txt,"Okay, thank you.",Positive,Issue Resolved,2
transcript_7.txt,"That sounds good, but can you tell me a little bit more about Dr. Smith?",Positive,Issue Resolved,2
transcript_128.txt,"Alright, that sounds good. Thank you for your help.",Positive,Issue Resolved,2
transcript_27.txt,"The procedure code is 12345 and the date of service is scheduled for next Wednesday, March 22nd.",Neutral,Issue Resolved,1
transcript_70.txt,"Hello, Im having trouble logging in to my online service account. Im getting an error message that says my username and password are incorrect. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_37.txt,"No, thats all. Thank you.",Positive,Issue Resolved,2
transcript_71.txt,"Oh, wonderful! Thank you so much.",Positive,Issue Resolved,2
transcript_66.txt,"Great, thank you for your help.",Positive,Issue Resolved,2
transcript_84.txt,"Ive already tried that, but it says that my email address is not recognized.",Negative,Follow-up Needed,0
transcript_199.txt,"Hi, Im calling about a denied claim. I received a letter stating that my policy doesnt cover the service, but I recently switched to a new policy that should cover it. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_17.txt,"Okay, Ive tried that, but its still not working.",Negative,Follow-up Needed,0
transcript_149.txt,"Okay, Ive done that. But Im still having the same issue.",Neutral,Follow-up Needed,1
transcript_88.txt,"No, thats all. Thank you.",Positive,Issue Resolved,2
transcript_55.txt,"Yes, my new policy is effective from January 1st of this year.",Neutral,Issue Resolved,1
transcript_154.txt,"Okay... pause Yeah, Im still getting the same error message.",Negative,Follow-up Needed,0
transcript_16.txt,"Okay... pause Yeah, same thing. It says invalid email or password.",Negative,Follow-up Needed,0
transcript_72.txt,"Ive been experiencing some back pain, and my primary care physician recommended that I see an orthopedic specialist.",Negative,Issue Resolved,0
transcript_91.txt,I need to see a cardiologist. Ive been experiencing some chest pains and my primary care physician recommended I see a specialist.,Negative,Issue Resolved,0
transcript_109.txt,"Hi, Im having trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_114.txt,"No, thats all. Thank you again.",Positive,Issue Resolved,2
transcript_58.txt,"Great, thank you again for your help!",Positive,Issue Resolved,2
transcript_180.txt,"It just says invalid credentials when I try to log in. Ive tried resetting my password, but it still doesnt work.",Negative,Issue Resolved,0
transcript_17.txt,"Okay, Im holding.",Neutral,Follow-up Needed,1
transcript_108.txt,interrupting Unbelievable. How long is this going to take?,Negative,Follow-up Needed,0
transcript_100.txt,"The date of service was January 10th, and it was for a physical therapy session. I received a letter stating that my policy doesnt cover this type of service.",Negative,Issue Resolved,0
transcript_79.txt,"Hi, Im calling about my online service account. Im having trouble registering and logging in. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_197.txt,I need to get a knee replacement surgery. My doctor has recommended it due to severe arthritis.,Negative,Issue Resolved,0
transcript_108.txt,angrily Inconvenience? You have no idea... hangs up the phone,Negative,Follow-up Needed,0
transcript_16.txt,"Okay... pause Yeah, that worked! Im in. Thank you so much!",Positive,Follow-up Needed,2
transcript_85.txt,hesitates Ive heard mixed reviews about Dr. Smith. Can I see someone else?,Neutral,Follow-up Needed,1
transcript_44.txt,"Okay, thank you. I appreciate your help.",Positive,Follow-up Needed,2
transcript_109.txt,"Hi, Im having trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_109.txt,"Hi, Im having trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_85.txt,My name is Johnson. Im having some issues with my knee and I need to see an orthopedic specialist.,Negative,Follow-up Needed,0
transcript_175.txt,"Okay, I think I did that correctly this time. But now Im getting a different error message. It says account locked due to excessive login attempts.",Negative,Follow-up Needed,0
transcript_41.txt,"Thats great, thank you. How long will it take for the refund to be processed?",Positive,Issue Resolved,2
transcript_141.txt,"No, thats all. Thank you again.",Positive,Issue Resolved,2
transcript_17.txt,Its jsmithemail.com.,Neutral,Follow-up Needed,1
transcript_184.txt,"You too, thank you.",Positive,Issue Resolved,2
transcript_43.txt,"Its MEM123456. But I want to mention that I recently switched policies, and I believe the new policy should cover this service.",Neutral,Issue Resolved,1
transcript_192.txt,"No, thats all. Thank you.",Positive,Issue Resolved,2
transcript_2.txt,"It was on February 10th, and it was a routine physical exam.",Neutral,Issue Resolved,1
transcript_167.txt,But I specifically asked for Dr. Smith. Why cant I get an appointment with him sooner?,Neutral,Follow-up Needed,1
transcript_86.txt,"Okay, how long will that take?",Neutral,Issue Resolved,1
transcript_3.txt,"Hi, Im calling about my recent visit to the doctor. I was charged a copay of 50, but Im sure my policy says its supposed to be 20.",Neutral,Follow-up Needed,1
transcript_27.txt,"No, thats all. Thank you again.",Positive,Issue Resolved,2
transcript_115.txt,"Hi, my name is Emily Wilson and my member ID is MEM456789. Im calling about a claim that was denied. I received a letter stating that my policy doesnt cover the service, but Im certain that it should be covered under my new policy.",Negative,Issue Resolved,0
transcript_27.txt,"Sure, thank you.",Positive,Issue Resolved,2
transcript_20.txt,"No, thats all. Thanks again for your help.",Positive,Issue Resolved,2
transcript_96.txt,"Okay, that sounds good. How long will it take to get this resolved?",Positive,Issue Resolved,2
transcript_32.txt,"Okay, Ill send it over. But can you at least waive the extra 30 I was charged?",Neutral,Follow-up Needed,1
transcript_79.txt,"Well, when I try to register, it says my email address is already in use, but Ive never registered before. And when I try to log in, it says my password is incorrect, but Im pretty sure Im entering it correctly.",Neutral,Follow-up Needed,1
transcript_84.txt,"Ive already tried that, but it says that my email address is not recognized.",Negative,Follow-up Needed,0
transcript_25.txt,"No, thats all. Thank you again.",Positive,Issue Resolved,2
transcript_141.txt,"Yes, of course. The service was for a physical therapy session, and the reason given was that its not covered under my policy.",Neutral,Issue Resolved,1
transcript_117.txt,"No, thats all.",Neutral,Issue Resolved,1
transcript_153.txt,"Thank you, you too! Bye!",Positive,Issue Resolved,2
transcript_46.txt,"Hi, Im having some trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_0.txt,"Hi, Im calling to get a case preauthorized. My name is Emily Wilson and my member ID is MEM456789.",Neutral,Issue Resolved,1
transcript_85.txt,"frustrated Look, can you just tell me whos available next Monday and let me decide?",Negative,Follow-up Needed,0
transcript_187.txt,Thats correct! I upgraded my policy to get more coverage.,Positive,Issue Resolved,2
transcript_83.txt,"Yes, my phone number is 5551234, and my insurance is Blue Cross Blue Shield.",Neutral,Issue Resolved,1
transcript_104.txt,You too. Bye.,Neutral,Issue Resolved,1
transcript_165.txt,"Sure, no problem.",Positive,Issue Resolved,2
transcript_37.txt,"Hi, Im calling about a denied claim. I received a letter stating that my policy doesnt cover the service, but Im pretty sure I switched to a new policy that does cover it. Can you help me figure out whats going on?",Negative,Issue Resolved,0
transcript_193.txt,That explains a lot. What can be done to rectify this situation?,Negative,Issue Resolved,0
transcript_180.txt,Okay... its still not working.,Negative,Issue Resolved,0
transcript_191.txt,"Oh, that makes sense. So, what can be done to fix this?",Neutral,Issue Resolved,1
transcript_48.txt,"Sure, thank you.",Positive,Issue Resolved,2
transcript_149.txt,"Hi, Im having trouble logging in to my online service account. Im trying to register, but its not working. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_22.txt,"No, thats all. Thanks again.",Neutral,Issue Resolved,1
transcript_95.txt,"My username is jsmith123 and my password is . Ive also tried using my email address as my username, but that doesnt work either.",Negative,Issue Resolved,0
transcript_113.txt,"Hi, Im calling about my recent copay for a doctors visit. I was charged 50, but my policy says I shouldnt be paying more than 20 for a primary care visit.",Negative,Follow-up Needed,0
transcript_72.txt,"That sounds great, thank you. Yes, please go ahead and schedule it for Wednesday at 2 PM.",Positive,Issue Resolved,2
transcript_42.txt,"Okay, got it. But Im not sure if Im going to be able to make it. Can I cancel or reschedule if needed?",Negative,Issue Resolved,0
transcript_110.txt,"Okay, thank you. But Im still not sure why this happened in the first place.",Negative,Issue Resolved,0
transcript_75.txt,"My date of birth is March 12, 1985, and my primary care physician is Dr. Smith.",Neutral,Issue Resolved,1
transcript_165.txt,"Hi, Im calling to get a case preauthorized for a medical procedure. My name is Emily Wilson and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_31.txt,"Okay, got it. Thank you for your help.",Positive,Issue Resolved,2
transcript_89.txt,"Okay, Ill let my doctors office know. How long will it take to get a decision on the preauthorization?",Neutral,Issue Resolved,1
transcript_2.txt,"Yeah, because my policy says that routine physical exams have a 20 copay or sometimes no copay at all.",Neutral,Issue Resolved,1
transcript_193.txt,That explains a lot. What can be done to rectify this situation?,Negative,Issue Resolved,0
transcript_129.txt,"pauses Yeah, Im still holding.",Neutral,Follow-up Needed,1
transcript_36.txt,"You too, bye.",Neutral,Issue Resolved,1
transcript_164.txt,That sounds perfect. Can you schedule the appointment for next Wednesday at 2 PM with Dr. Smith?,Positive,Issue Resolved,2
transcript_184.txt,"Okay, so its not resolved yet?",Negative,Issue Resolved,0
transcript_144.txt,"Ive already tried that, but it didnt work. 0030",Negative,Follow-up Needed,0
transcript_1.txt,"No, thats all. Thank you for your help.",Positive,Follow-up Needed,2
transcript_84.txt,"Hi, Im having trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_8.txt,"No, thats all.",Neutral,Issue Resolved,1
transcript_76.txt,"Im pretty flexible, but Id prefer something within the next two weeks. Im available weekdays after 2 PM.",Neutral,Issue Resolved,1
transcript_41.txt,"No, thats all. Thank you again.",Positive,Issue Resolved,2
transcript_121.txt,"Thank you, you too.",Positive,Issue Resolved,2
transcript_66.txt,You too.,Neutral,Issue Resolved,1
transcript_181.txt,"Great, thank you so much! I really appreciate your help.",Positive,Issue Resolved,2
transcript_111.txt,hangs up,Neutral,Follow-up Needed,1
transcript_20.txt,"Awesome, thank you so much! Im able to log in now.",Positive,Issue Resolved,2
transcript_149.txt,"Okay, let me try that. pause Okay, Ive tried it in Firefox, but Im still having the same issue.",Neutral,Follow-up Needed,1
transcript_67.txt,"Okay, Ill try that. pause Okay, Ive tried resetting it again, but it still says my username and password are incorrect.",Neutral,Follow-up Needed,1
transcript_147.txt,"pause Yes, that worked! Im in.",Positive,Issue Resolved,2
transcript_20.txt,"Hi, Im having trouble logging in to my online service account. Im trying to register but its not letting me. My member ID is MEM456278.",Negative,Issue Resolved,0
transcript_10.txt,Bye.,Neutral,Issue Resolved,1
transcript_44.txt,"pause Okay, Ive tried it on Firefox, and its still not working.",Negative,Follow-up Needed,0
transcript_45.txt,"Okay, that sounds good. Can you give me an estimated timeframe for when this will be resolved?",Positive,Issue Resolved,2
transcript_21.txt,It says that my account is pending approval.,Negative,Follow-up Needed,0
transcript_122.txt,"Sure, no problem.",Positive,Issue Resolved,2
transcript_50.txt,"No, thats all. Thanks again.",Neutral,Issue Resolved,1
transcript_138.txt,Bye.,Neutral,Issue Resolved,1
transcript_48.txt,"My doctors name is Dr. Smith, and the procedure code is XYZ123.",Neutral,Issue Resolved,1
transcript_135.txt,"Oh, I see. Can you fix that and reprocess my claim?",Neutral,Issue Resolved,1
transcript_79.txt,"Okay... pause Yeah, Im getting the same error message. And my email address is jsmithemail.com.",Negative,Follow-up Needed,0
transcript_107.txt,I was thinking maybe next Wednesday or Thursday?,Neutral,Issue Resolved,1
transcript_119.txt,"No, thats all. Thank you for your help.",Positive,Follow-up Needed,2
transcript_46.txt,"Ah, yes! It was in my spam folder. Ive reset my password, but Im still having trouble logging in.",Negative,Follow-up Needed,0
transcript_172.txt,You too.,Neutral,Issue Resolved,1
transcript_52.txt,"Hi, Im calling to schedule an appointment with a specialist. My name is Emily Wilson, and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_84.txt,"Okay, Ive tried logging in and it says that my account is locked due to too many failed login attempts.",Negative,Follow-up Needed,0
transcript_112.txt,"Okay, that sounds good. How much is the deductible and how much will I need to pay out of pocket?",Positive,Issue Resolved,2
transcript_153.txt,"My date of birth is March 12, 1985, and Im looking to get a knee replacement surgery.",Neutral,Issue Resolved,1
transcript_95.txt,"My username is jsmith123 and my password is . Ive also tried using my email address as my username, but that doesnt work either.",Negative,Issue Resolved,0
transcript_54.txt,"Great, thank you so much! I appreciate your help.",Positive,Issue Resolved,2
transcript_86.txt,"Hi, Im calling about my recent visit to the doctor. I was charged a copay of 50, but I thought my policy said I didnt have to pay anything for this service.",Neutral,Issue Resolved,1
transcript_189.txt,"Ive already tried that, but it says my email address is not recognized.",Negative,Follow-up Needed,0
transcript_191.txt,"You too, bye.",Neutral,Issue Resolved,1
transcript_175.txt,"Okay, I just tried that, and Im still getting the same error message.",Negative,Follow-up Needed,0
transcript_124.txt,Im available anytime after 2 PM.,Neutral,Issue Resolved,1
transcript_105.txt,Thats unacceptable. I switched policies over a month ago. How could this not be updated in your system yet?,Negative,Follow-up Needed,0
transcript_179.txt,Sounds good. Thank you for your help in resolving this issue.,Positive,Issue Resolved,2
transcript_21.txt,"Okay, that sounds great. Thank you so much for your help. I really appreciate it.",Positive,Follow-up Needed,2
transcript_110.txt,"Okay, thank you. But Im still not sure why this happened in the first place.",Negative,Issue Resolved,0
transcript_188.txt,"Thats great, thank you so much! I appreciate your help.",Positive,Issue Resolved,2
transcript_53.txt,"When I try to log in, it says my username and password are incorrect. Ive tried resetting my password, but it still doesnt work.",Negative,Follow-up Needed,0
transcript_149.txt,"Im not getting an error message. It just keeps taking me back to the login page. Ive tried using my username and password, but its not recognizing them.",Negative,Follow-up Needed,0
transcript_16.txt,"Well, Ive tried to register multiple times, but it keeps saying that my information is incorrect. Ive doublechecked my email and password, but it just wont work.",Negative,Follow-up Needed,0
transcript_51.txt,"That sounds wonderful, thank you so much for your help.",Positive,Issue Resolved,2
transcript_134.txt,"Hi, Im calling because Im having trouble logging in to my online service account. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_78.txt,"Hi, Im having some trouble logging in to my online account. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_167.txt,"Unbelievable. Fine, take my number. But this is not resolved.",Negative,Follow-up Needed,0
transcript_172.txt,"No, thats all. Thank you again.",Positive,Issue Resolved,2
transcript_53.txt,"Okay, Ive checked my email and clicked on the link. Whats next?",Neutral,Follow-up Needed,1
transcript_56.txt,"Okay, thank you for your help.",Positive,Issue Resolved,2
transcript_56.txt,"Okay, that sounds good. Is there anything else I need to do in the meantime?",Positive,Issue Resolved,2
transcript_105.txt,"Okay...thank you, I guess.",Positive,Follow-up Needed,2
transcript_44.txt,"Im using Google Chrome, version 91.",Neutral,Follow-up Needed,1
transcript_67.txt,"Well, I go to the website and click on the login button, but it says my username and password are incorrect. Ive tried resetting my password, but it doesnt seem to be working.",Negative,Follow-up Needed,0
transcript_171.txt,"Sure, go ahead.",Neutral,Issue Resolved,1
transcript_161.txt,"Sure, no problem.",Positive,Issue Resolved,2
transcript_198.txt,"Okay, great. Thank you for letting me know.",Positive,Issue Resolved,2
transcript_167.txt,"Yes, thats correct.",Positive,Follow-up Needed,2
transcript_35.txt,It says Invalid username or password. But Im positive Im entering the correct information.,Neutral,Issue Resolved,1
transcript_150.txt,"Oh, thats great! Thank you so much for looking into this. Can you tell me how much Ill be refunded?",Positive,Issue Resolved,2
transcript_13.txt,"Hi, Im having some trouble registering and logging in to my online service account. My member ID is MEM456789.",Negative,Follow-up Needed,0
transcript_69.txt,"Okay, let me try... pause Yeah, its still not working.",Negative,Follow-up Needed,0
transcript_30.txt,angrily Thats unacceptable. I switched policies over a month ago. How could this not be updated?,Negative,Follow-up Needed,0
transcript_106.txt,"Hello, Im having some trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_51.txt,"Hi, Im calling about my recent bill for the doctors visit I had last week. I was charged a copay of 50, but I thought my policy said it was supposed to be 20.",Neutral,Issue Resolved,1
transcript_21.txt,"Hi, Im calling about issues Im having with my online service account. Im trying to register and log in, but Im running into some problems. My member ID is MEM456789.",Negative,Follow-up Needed,0
transcript_75.txt,"Okay, great. Thank you for letting me know.",Positive,Issue Resolved,2
transcript_92.txt,"Exactly! Thats what I thought. So, why was I charged 50?",Neutral,Issue Resolved,1
transcript_47.txt,"Im pretty flexible, but I was thinking maybe Wednesday or Thursday of this week?",Neutral,Issue Resolved,1
transcript_119.txt,"Hi, Im having trouble registering and logging in to my online service account. My member ID is MEM123456. Can you help me?",Negative,Follow-up Needed,0
transcript_42.txt,"Okay, got it. But Im not sure if Im going to be able to make it. Can I cancel or reschedule if needed?",Negative,Issue Resolved,0
transcript_33.txt,"That makes sense, but why wasnt my policy updated in the system?",Neutral,Issue Resolved,1
transcript_176.txt,"Hi, Im calling to request a preauthorization for a medical procedure. My name is Emily Wilson and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_2.txt,"You too, thanks.",Positive,Issue Resolved,2
transcript_197.txt,My primary care physician is Dr. Johnson and Ive been experiencing symptoms for about 6 months now.,Neutral,Issue Resolved,1
transcript_30.txt,frustrated A few days? Thats not acceptable. I need this resolved now.,Negative,Follow-up Needed,0
transcript_104.txt,"Okay, that sounds good. Whats the next step?",Positive,Issue Resolved,2
transcript_170.txt,"Okay, that sounds good. How long will that take?",Positive,Issue Resolved,2
transcript_191.txt,"Hi, Im calling about a denied claim I received. My name is Emily Wilson, and my member ID is MEM456789. I was expecting coverage for a recent medical service, but the denial letter said its not covered under my policy.",Negative,Issue Resolved,0
transcript_109.txt,"Okay, Ill try that. pause Yes, that worked! Im logged in now. Thank you so much for your help!",Positive,Follow-up Needed,2
transcript_189.txt,"When I try to register, it says my email is already in use, but Im sure Ive never created an account before. And when I try to log in, it says my password is incorrect.",Negative,Follow-up Needed,0
transcript_113.txt,"No, thats it.",Neutral,Follow-up Needed,1
transcript_70.txt,"Ive already tried that. Ive reset my password multiple times, but I still cant log in. And now Im getting a message that says my account is locked.",Negative,Follow-up Needed,0
transcript_121.txt,"Hi, Im calling to get a case preauthorized for a medical procedure. My name is Emily Wilson and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_65.txt,"Thats what I thought. So, why was I charged 50?",Neutral,Issue Resolved,1
transcript_91.txt,That sounds great. Ill take the Wednesday at 900 am appointment.,Positive,Issue Resolved,2
transcript_195.txt,"Well, when I try to register, it says my email address is already in use. But Im sure Ive never created an account before. And when I try to log in, it says my password is incorrect.",Negative,Follow-up Needed,0
transcript_175.txt,"Hi, Im having some trouble registering and logging in to my online service account. My member ID is MEM123456. Ive tried a few times, but I keep getting an error message. Can you help me out?",Negative,Follow-up Needed,0
transcript_47.txt,That sounds great. Can you tell me a bit more about Dr. Smith and Dr. Johnson? What are their specialties?,Positive,Issue Resolved,2
transcript_151.txt,"Hello, Im calling to get a case preauthorized. My name is Emily Wilson and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_145.txt,Its jsmithemail.com.,Neutral,Issue Resolved,1
transcript_119.txt,"Okay... pause Yeah, Im in now. But Im having trouble registering for the service. Its not accepting my registration information.",Negative,Follow-up Needed,0
transcript_130.txt,"No, thats all. Thank you again.",Positive,Issue Resolved,2
transcript_56.txt,"Okay, that sounds reasonable. Whats the next step in the preauthorization process?",Neutral,Issue Resolved,1
transcript_102.txt,"I havent set up a password yet, Im trying to register. But Ive tried multiple times and it still says my member ID is invalid.",Negative,Follow-up Needed,0
transcript_138.txt,My doctors name is Dr. Smith and the facility is Springfield Hospital.,Neutral,Issue Resolved,1
transcript_181.txt,"That sounds perfect. Yes, please go ahead and schedule it.",Positive,Issue Resolved,2
transcript_142.txt,"Sounds good. Thank you so much for your help, youve been really great to work with.",Positive,Issue Resolved,2
transcript_113.txt,"Great, just great. Thanks for nothing.",Positive,Follow-up Needed,2
transcript_180.txt,Sure.,Neutral,Issue Resolved,1
transcript_65.txt,Its MEM123456.,Neutral,Issue Resolved,1
transcript_45.txt,Thank you. Bye.,Positive,Issue Resolved,2
transcript_130.txt,"Hi, Im calling about a denied claim I received for a recent medical service. My claim was denied because the policy doesnt cover the service, but Im certain I switched to a new policy that does cover it. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_51.txt,"That sounds wonderful, thank you so much for your help.",Positive,Issue Resolved,2
transcript_101.txt,"No, thats all. Thank you for your help.",Positive,Issue Resolved,2
transcript_84.txt,"Okay, Ive checked my spam folder and I found the email. Ive entered the verification code and Im able to log in now. Thank you for your help!",Positive,Follow-up Needed,2
transcript_138.txt,"You too, thank you.",Positive,Issue Resolved,2
transcript_70.txt,hangs up,Neutral,Follow-up Needed,1
transcript_25.txt,"Great, thank you. I appreciate it.",Positive,Issue Resolved,2
transcript_15.txt,"The CPT code is 76700, and the procedure is scheduled for April 15th.",Neutral,Issue Resolved,1
transcript_85.txt,"sighs Thats not ideal, but I suppose its better than waiting even longer. Who would I be seeing?",Neutral,Follow-up Needed,1
transcript_18.txt,"Im not getting any error message, but its just not recognizing my username and password. Ive tried multiple times, but it keeps saying my credentials are incorrect.",Negative,Follow-up Needed,0
transcript_97.txt,"Okay, that makes sense. I did try to log in a few times before calling.",Neutral,Issue Resolved,1
transcript_72.txt,"Ive been experiencing some back pain, and my primary care physician recommended that I see an orthopedic specialist.",Negative,Issue Resolved,0
transcript_197.txt,Okay.,Neutral,Issue Resolved,1
transcript_45.txt,"Alright, that sounds great. Thank you so much for your help in resolving this issue.",Positive,Issue Resolved,2
transcript_171.txt,"My doctor says I need to have the surgery to alleviate the pain and discomfort Ive been experiencing in my knee. Ive tried physical therapy and other treatments, but nothing seems to be working.",Negative,Issue Resolved,0
